component_name,correlation_r,abs_correlation,p_value
cas_vs_final_layer_per_head_layer_26_head_25,-0.04436,0.04436,0.38598
bos_attention_proportion_per_head_layer_27_head_30,-0.04436,0.04436,0.38601
ecs_final_layer_per_head_layer_30_head_28,0.04434,0.04434,0.38623
pos_cos_similarity_per_layer_layer_24,0.04434,0.04434,0.38625
ecs_prompt_final_layer_per_head_layer_13_head_5,0.04433,0.04433,0.38628
cas_alt_vs_current_layer_per_head_layer_0_head_30,0.04433,0.04433,0.38631
ecs_final_layer_per_head_layer_11_head_28,0.04433,0.04433,0.38636
cas_alt_vs_final_layer_per_head_layer_3_head_13,0.04431,0.04431,0.38656
ecs_prompt_specific_layer_per_head_layer_24_head_21,0.04431,0.04431,0.38659
cas_vs_current_layer_per_head_layer_18_head_7,0.04429,0.04429,0.38677
bos_attention_proportion_per_head_layer_18_head_5,0.04423,0.04423,0.38744
cas_vs_final_layer_per_head_layer_12_head_22,-0.04422,0.04422,0.38755
ecs_prompt_specific_layer_per_head_layer_8_head_13,0.04419,0.04419,0.38779
ecs_prompt_specific_layer_per_head_layer_8_head_10,0.04419,0.04419,0.38781
ecs_prompt_final_layer_per_head_layer_20_head_22,0.04418,0.04418,0.38793
pos_score_per_layer_layer_28,0.04417,0.04417,0.38802
pos_cos_similarity_per_layer_layer_28,0.04417,0.04417,0.38802
ecs_final_layer_per_head_layer_25_head_13,0.04416,0.04416,0.38813
ecs_specific_layer_per_head_layer_8_head_5,-0.04414,0.04414,0.38843
ecs_final_layer_per_head_layer_19_head_2,0.04413,0.04413,0.38853
ecs_prompt_specific_layer_per_head_layer_16_head_26,0.04412,0.04412,0.38862
ecs_prompt_specific_layer_per_head_layer_8_head_1,0.04410,0.04410,0.38878
ecs_final_layer_per_head_layer_21_head_3,0.04410,0.04410,0.38880
cas_vs_final_layer_per_head_layer_13_head_15,-0.04409,0.04409,0.38888
ecs_final_layer_per_head_layer_20_head_24,0.04409,0.04409,0.38894
attention_entropy_per_head_layer_23_head_4,-0.04408,0.04408,0.38900
cas_vs_current_layer_per_head_layer_7_head_1,0.04401,0.04401,0.38973
cas_vs_current_layer_per_head_layer_0_head_27,-0.04399,0.04399,0.39001
ecs_specific_layer_per_head_layer_0_head_6,-0.04399,0.04399,0.39004
cas_alt_vs_final_layer_per_head_layer_17_head_25,0.04398,0.04398,0.39006
cas_vs_current_layer_per_head_layer_3_head_1,-0.04398,0.04398,0.39014
cas_alt_vs_final_layer_per_head_layer_2_head_12,-0.04397,0.04397,0.39021
cos_sim_input_pre_ffn_per_layer_layer_24,-0.04393,0.04393,0.39061
cas_alt_vs_current_layer_per_head_layer_15_head_4,-0.04393,0.04393,0.39061
cas_alt_vs_final_layer_per_head_layer_18_head_21,0.04392,0.04392,0.39072
cas_alt_vs_final_layer_per_head_layer_26_head_10,0.04391,0.04391,0.39081
ecs_prompt_specific_layer_per_head_layer_1_head_29,0.04389,0.04389,0.39102
cas_alt_vs_final_layer_per_head_layer_20_head_10,0.04389,0.04389,0.39111
ecs_prompt_final_layer_per_head_layer_24_head_19,0.04388,0.04388,0.39116
ecs_prompt_final_layer_per_head_layer_23_head_12,0.04385,0.04385,0.39149
cas_vs_final_layer_per_head_layer_9_head_3,-0.04385,0.04385,0.39152
ecs_final_layer_per_head_layer_23_head_12,0.04384,0.04384,0.39161
ecs_specific_layer_per_head_layer_1_head_30,0.04382,0.04382,0.39182
cas_vs_final_layer_per_head_layer_5_head_6,0.04382,0.04382,0.39183
ecs_final_layer_per_head_layer_3_head_8,0.04382,0.04382,0.39183
ecs_final_layer_per_head_layer_16_head_15,0.04381,0.04381,0.39190
cas_alt_vs_final_layer_per_head_layer_29_head_0,0.04380,0.04380,0.39205
cos_sim_pre_post_ffn_per_layer_layer_5,0.04379,0.04379,0.39212
cas_vs_final_layer_per_head_layer_13_head_21,-0.04379,0.04379,0.39213
cas_alt_vs_final_layer_per_head_layer_16_head_17,0.04375,0.04375,0.39264
attention_entropy_per_head_layer_20_head_2,-0.04374,0.04374,0.39275
attention_entropy_per_head_layer_3_head_12,-0.04372,0.04372,0.39290
cas_alt_vs_final_layer_per_head_layer_22_head_7,0.04371,0.04371,0.39305
ecs_specific_layer_per_head_layer_1_head_31,0.04370,0.04370,0.39310
cas_alt_vs_final_layer_per_head_layer_15_head_2,0.04369,0.04369,0.39321
cas_vs_current_layer_per_head_layer_0_head_25,-0.04368,0.04368,0.39335
bos_attention_proportion_per_head_layer_15_head_12,0.04368,0.04368,0.39336
ecs_prompt_final_layer_per_head_layer_16_head_1,0.04367,0.04367,0.39349
cas_alt_vs_final_layer_per_head_layer_15_head_14,0.04366,0.04366,0.39358
ecs_specific_layer_per_head_layer_2_head_14,0.04366,0.04366,0.39360
cas_vs_final_layer_per_head_layer_29_head_28,-0.04365,0.04365,0.39365
cas_alt_vs_final_layer_per_head_layer_10_head_15,0.04364,0.04364,0.39379
ecs_prompt_specific_layer_per_head_layer_0_head_24,-0.04361,0.04361,0.39410
cas_alt_vs_final_layer_per_head_layer_18_head_15,0.04361,0.04361,0.39412
cas_vs_final_layer_per_head_layer_9_head_27,-0.04358,0.04358,0.39446
ecs_specific_layer_per_head_layer_5_head_10,0.04355,0.04355,0.39474
ecs_final_layer_per_head_layer_4_head_7,0.04347,0.04347,0.39561
ecs_prompt_specific_layer_per_head_layer_24_head_19,0.04346,0.04346,0.39571
cas_vs_final_layer_per_head_layer_11_head_12,0.04346,0.04346,0.39571
cas_vs_final_layer_per_head_layer_1_head_31,0.04346,0.04346,0.39576
cas_alt_vs_final_layer_per_head_layer_19_head_23,0.04346,0.04346,0.39578
cas_vs_final_layer_per_head_layer_23_head_7,-0.04345,0.04345,0.39586
cas_vs_final_layer_per_head_layer_14_head_2,-0.04344,0.04344,0.39597
cas_alt_vs_final_layer_per_head_layer_3_head_15,0.04343,0.04343,0.39602
ecs_final_layer_per_head_layer_24_head_21,0.04343,0.04343,0.39603
cas_vs_final_layer_per_head_layer_8_head_23,-0.04340,0.04340,0.39637
ecs_final_layer_per_head_layer_3_head_9,0.04336,0.04336,0.39682
ecs_specific_layer_per_head_layer_10_head_18,0.04334,0.04334,0.39700
ecs_prompt_final_layer_per_head_layer_24_head_21,0.04334,0.04334,0.39705
ecs_prompt_final_layer_per_head_layer_8_head_25,0.04332,0.04332,0.39726
cas_alt_vs_current_layer_per_head_layer_12_head_3,-0.04330,0.04330,0.39744
cas_alt_vs_final_layer_per_head_layer_30_head_18,0.04330,0.04330,0.39745
cas_alt_vs_final_layer_per_head_layer_27_head_30,0.04328,0.04328,0.39773
ecs_prompt_specific_layer_per_head_layer_1_head_28,0.04326,0.04326,0.39788
ecs_final_layer_per_head_layer_4_head_13,0.04325,0.04325,0.39801
cas_alt_vs_final_layer_per_head_layer_13_head_19,0.04323,0.04323,0.39829
cas_alt_vs_final_layer_per_head_layer_21_head_21,0.04321,0.04321,0.39845
semantic_drift_per_layer_layer_10,0.04321,0.04321,0.39848
ecs_prompt_specific_layer_per_head_layer_9_head_17,0.04316,0.04316,0.39901
cas_alt_vs_final_layer_per_head_layer_19_head_19,0.04311,0.04311,0.39953
bos_attention_proportion_per_head_layer_4_head_1,0.04310,0.04310,0.39964
cas_alt_vs_current_layer_per_head_layer_0_head_18,0.04310,0.04310,0.39968
bos_attention_proportion_per_head_layer_19_head_25,-0.04309,0.04309,0.39973
cas_alt_vs_final_layer_per_head_layer_23_head_25,0.04309,0.04309,0.39978
bos_attention_proportion_per_head_layer_23_head_1,-0.04308,0.04308,0.39984
bos_attention_proportion_per_head_layer_1_head_15,0.04307,0.04307,0.40000
ecs_prompt_specific_layer_per_head_layer_5_head_11,-0.04306,0.04306,0.40008
ecs_final_layer_per_head_layer_21_head_0,0.04305,0.04305,0.40019
cas_vs_final_layer_per_head_layer_22_head_16,-0.04303,0.04303,0.40041
ecs_specific_layer_per_head_layer_6_head_22,-0.04303,0.04303,0.40043
cas_alt_vs_final_layer_per_head_layer_26_head_14,0.04301,0.04301,0.40067
ecs_final_layer_per_head_layer_4_head_2,0.04299,0.04299,0.40082
ecs_prompt_final_layer_per_head_layer_23_head_29,0.04299,0.04299,0.40091
cas_alt_vs_final_layer_per_head_layer_9_head_1,0.04297,0.04297,0.40107
cas_alt_vs_final_layer_per_head_layer_26_head_18,0.04297,0.04297,0.40108
cas_vs_final_layer_per_head_layer_10_head_3,-0.04296,0.04296,0.40122
cas_vs_final_layer_per_head_layer_13_head_10,-0.04296,0.04296,0.40122
cas_vs_current_layer_per_head_layer_16_head_24,0.04295,0.04295,0.40129
ecs_prompt_final_layer_per_head_layer_17_head_16,0.04295,0.04295,0.40130
attention_entropy_per_head_layer_5_head_20,-0.04295,0.04295,0.40130
cas_vs_final_layer_per_head_layer_27_head_27,-0.04295,0.04295,0.40133
ecs_final_layer_per_head_layer_22_head_15,0.04295,0.04295,0.40134
cas_alt_vs_current_layer_per_head_layer_3_head_1,-0.04295,0.04295,0.40135
cas_vs_final_layer_per_head_layer_26_head_29,-0.04294,0.04294,0.40140
cas_vs_current_layer_per_head_layer_24_head_9,0.04290,0.04290,0.40184
cas_vs_final_layer_per_head_layer_20_head_29,-0.04289,0.04289,0.40194
cas_alt_vs_final_layer_per_head_layer_5_head_4,0.04285,0.04285,0.40242
cas_vs_current_layer_per_head_layer_6_head_19,0.04284,0.04284,0.40251
cas_vs_final_layer_per_head_layer_23_head_9,-0.04282,0.04282,0.40275
cas_alt_vs_current_layer_per_head_layer_0_head_31,0.04281,0.04281,0.40289
cas_vs_current_layer_per_head_layer_0_head_20,-0.04281,0.04281,0.40289
bos_attention_proportion_per_head_layer_30_head_8,-0.04279,0.04279,0.40306
ecs_prompt_specific_layer_per_head_layer_17_head_26,0.04279,0.04279,0.40306
ecs_specific_layer_per_head_layer_7_head_28,-0.04278,0.04278,0.40313
cas_vs_current_layer_per_head_layer_18_head_28,0.04278,0.04278,0.40320
x_post_ffn_norm_per_layer_layer_26,-0.04278,0.04278,0.40323
x_input_norm_per_layer_layer_27,-0.04278,0.04278,0.40323
ecs_prompt_final_layer_per_head_layer_27_head_5,0.04276,0.04276,0.40344
ecs_prompt_final_layer_per_head_layer_23_head_15,0.04275,0.04275,0.40349
ecs_final_layer_per_head_layer_27_head_22,0.04274,0.04274,0.40365
ecs_prompt_final_layer_per_head_layer_3_head_28,0.04273,0.04273,0.40367
cas_alt_vs_final_layer_per_head_layer_31_head_29,-0.04272,0.04272,0.40388
cas_alt_vs_current_layer_per_head_layer_31_head_29,-0.04272,0.04272,0.40388
ecs_prompt_final_layer_per_head_layer_6_head_31,0.04267,0.04267,0.40443
attention_entropy_per_head_layer_0_head_11,-0.04263,0.04263,0.40488
ecs_final_layer_per_head_layer_21_head_30,0.04262,0.04262,0.40490
cas_alt_vs_current_layer_per_head_layer_16_head_12,-0.04260,0.04260,0.40511
attention_entropy_per_head_layer_5_head_27,-0.04260,0.04260,0.40520
cas_vs_final_layer_per_head_layer_20_head_7,-0.04258,0.04258,0.40533
bos_attention_proportion_per_head_layer_15_head_1,0.04258,0.04258,0.40536
attention_entropy_per_head_layer_16_head_19,-0.04257,0.04257,0.40549
cas_alt_vs_final_layer_per_head_layer_13_head_7,0.04257,0.04257,0.40551
cas_alt_vs_current_layer_per_head_layer_30_head_23,-0.04256,0.04256,0.40563
cas_vs_current_layer_per_head_layer_2_head_23,0.04255,0.04255,0.40567
cas_alt_vs_final_layer_per_head_layer_4_head_2,0.04254,0.04254,0.40581
cas_vs_current_layer_per_head_layer_5_head_31,-0.04254,0.04254,0.40585
attention_entropy_per_head_layer_7_head_31,-0.04253,0.04253,0.40589
ecs_specific_layer_per_head_layer_2_head_3,-0.04253,0.04253,0.40590
attention_entropy_per_head_layer_20_head_6,-0.04252,0.04252,0.40607
attention_entropy_per_head_layer_11_head_8,-0.04249,0.04249,0.40637
cas_vs_final_layer_per_head_layer_23_head_18,-0.04247,0.04247,0.40658
cas_vs_final_layer_per_head_layer_12_head_20,-0.04247,0.04247,0.40659
cos_sim_input_pre_ffn_per_layer_layer_2,-0.04247,0.04247,0.40663
cas_alt_vs_current_layer_per_head_layer_6_head_2,-0.04246,0.04246,0.40673
attention_entropy_per_head_layer_20_head_19,-0.04245,0.04245,0.40681
cas_alt_vs_final_layer_per_head_layer_7_head_12,0.04244,0.04244,0.40693
ecs_final_layer_per_head_layer_0_head_1,0.04243,0.04243,0.40703
attention_entropy_per_head_layer_24_head_6,-0.04243,0.04243,0.40706
cas_vs_final_layer_per_head_layer_24_head_29,-0.04243,0.04243,0.40709
attention_entropy_per_head_layer_19_head_13,-0.04242,0.04242,0.40711
ecs_final_layer_per_head_layer_3_head_12,0.04242,0.04242,0.40716
attention_entropy_per_head_layer_28_head_14,-0.04241,0.04241,0.40731
attention_entropy_per_head_layer_3_head_23,-0.04240,0.04240,0.40737
ecs_final_layer_per_head_layer_21_head_21,0.04235,0.04235,0.40794
cas_alt_vs_final_layer_per_head_layer_22_head_9,0.04233,0.04233,0.40811
cas_vs_final_layer_per_head_layer_14_head_22,-0.04230,0.04230,0.40851
cas_vs_current_layer_per_head_layer_7_head_12,-0.04229,0.04229,0.40856
ecs_specific_layer_per_head_layer_11_head_16,0.04229,0.04229,0.40863
ecs_final_layer_per_head_layer_4_head_17,0.04228,0.04228,0.40866
cas_alt_vs_final_layer_per_head_layer_5_head_20,0.04228,0.04228,0.40872
cas_vs_final_layer_per_head_layer_24_head_30,-0.04227,0.04227,0.40878
ecs_specific_layer_per_head_layer_8_head_12,-0.04227,0.04227,0.40878
cas_vs_final_layer_per_head_layer_26_head_31,-0.04223,0.04223,0.40927
attention_entropy_per_head_layer_22_head_3,-0.04220,0.04220,0.40964
ecs_prompt_specific_layer_per_head_layer_9_head_6,-0.04218,0.04218,0.40986
ecs_specific_layer_per_head_layer_11_head_14,0.04217,0.04217,0.40987
ecs_prompt_specific_layer_per_head_layer_7_head_0,0.04217,0.04217,0.40994
cas_alt_vs_final_layer_per_head_layer_30_head_14,0.04216,0.04216,0.41006
bos_attention_proportion_per_head_layer_3_head_19,0.04214,0.04214,0.41031
ecs_final_layer_per_head_layer_23_head_29,0.04213,0.04213,0.41036
cas_vs_final_layer_per_head_layer_12_head_14,-0.04211,0.04211,0.41057
attention_entropy_per_head_layer_19_head_29,-0.04211,0.04211,0.41058
cas_vs_current_layer_per_head_layer_10_head_15,0.04209,0.04209,0.41085
cas_vs_final_layer_per_head_layer_27_head_20,-0.04206,0.04206,0.41113
cas_alt_vs_final_layer_per_head_layer_26_head_5,0.04206,0.04206,0.41118
cas_vs_final_layer_per_head_layer_20_head_21,-0.04204,0.04204,0.41137
cas_alt_vs_final_layer_per_head_layer_5_head_14,0.04204,0.04204,0.41142
bos_attention_proportion_per_head_layer_1_head_18,0.04202,0.04202,0.41154
cas_vs_final_layer_per_head_layer_13_head_0,-0.04202,0.04202,0.41155
cas_alt_vs_final_layer_per_head_layer_22_head_17,0.04199,0.04199,0.41191
cas_vs_final_layer_per_head_layer_11_head_24,-0.04197,0.04197,0.41211
ecs_specific_layer_per_head_layer_7_head_6,-0.04197,0.04197,0.41218
cas_alt_vs_final_layer_per_head_layer_18_head_27,0.04197,0.04197,0.41220
ecs_final_layer_per_head_layer_27_head_20,0.04196,0.04196,0.41223
cas_alt_vs_final_layer_per_head_layer_11_head_15,0.04196,0.04196,0.41230
cas_alt_vs_current_layer_per_head_layer_30_head_11,0.04191,0.04191,0.41277
bos_attention_proportion_per_head_layer_30_head_0,0.04190,0.04190,0.41288
x_pre_ffn_norm_per_layer_layer_12,0.04188,0.04188,0.41318
cas_alt_vs_final_layer_per_head_layer_20_head_25,0.04187,0.04187,0.41326
ecs_final_layer_per_head_layer_26_head_20,0.04187,0.04187,0.41328
cas_vs_final_layer_per_head_layer_1_head_12,0.04186,0.04186,0.41335
ecs_prompt_specific_layer_per_head_layer_10_head_21,0.04186,0.04186,0.41338
bos_attention_proportion_per_head_layer_20_head_6,-0.04185,0.04185,0.41343
cas_vs_final_layer_per_head_layer_9_head_30,-0.04180,0.04180,0.41402
ecs_final_layer_per_head_layer_24_head_6,0.04180,0.04180,0.41409
cas_alt_vs_final_layer_per_head_layer_14_head_22,0.04179,0.04179,0.41413
attention_entropy_per_head_layer_19_head_1,-0.04177,0.04177,0.41435
bos_attention_proportion_per_head_layer_0_head_28,-0.04176,0.04176,0.41452
cas_vs_current_layer_per_head_layer_10_head_13,0.04175,0.04175,0.41463
ecs_final_layer_per_head_layer_6_head_9,0.04170,0.04170,0.41517
ecs_final_layer_per_head_layer_16_head_14,0.04169,0.04169,0.41523
ecs_prompt_final_layer_per_head_layer_23_head_22,0.04168,0.04168,0.41536
cas_alt_vs_current_layer_per_head_layer_29_head_2,-0.04165,0.04165,0.41569
cas_alt_vs_final_layer_per_head_layer_16_head_20,0.04163,0.04163,0.41595
cas_alt_vs_current_layer_per_head_layer_5_head_29,0.04162,0.04162,0.41607
parameter_knowledge_difference_layer_24,-0.04162,0.04162,0.41609
cas_alt_vs_final_layer_per_head_layer_18_head_26,0.04157,0.04157,0.41659
cas_alt_vs_final_layer_per_head_layer_25_head_4,0.04157,0.04157,0.41663
cas_alt_vs_final_layer_per_head_layer_24_head_10,0.04157,0.04157,0.41667
cas_vs_final_layer_per_head_layer_14_head_31,-0.04154,0.04154,0.41692
ecs_final_layer_per_head_layer_3_head_13,0.04152,0.04152,0.41720
ecs_prompt_specific_layer_per_head_layer_1_head_1,0.04148,0.04148,0.41763
cas_alt_vs_final_layer_per_head_layer_12_head_19,0.04148,0.04148,0.41763
cas_alt_vs_final_layer_per_head_layer_18_head_8,0.04147,0.04147,0.41770
cas_alt_vs_current_layer_per_head_layer_9_head_28,0.04146,0.04146,0.41781
bos_attention_proportion_per_head_layer_2_head_2,0.04146,0.04146,0.41782
ecs_prompt_final_layer_per_head_layer_16_head_14,0.04145,0.04145,0.41800
bos_attention_proportion_per_head_layer_29_head_28,-0.04144,0.04144,0.41804
cas_vs_final_layer_per_head_layer_23_head_4,-0.04144,0.04144,0.41808
cas_alt_vs_final_layer_per_head_layer_17_head_15,0.04141,0.04141,0.41845
cas_alt_vs_final_layer_per_head_layer_20_head_11,0.04140,0.04140,0.41849
ecs_final_layer_per_head_layer_3_head_31,0.04140,0.04140,0.41855
cas_alt_vs_final_layer_per_head_layer_13_head_25,0.04138,0.04138,0.41871
cas_vs_final_layer_per_head_layer_28_head_7,-0.04137,0.04137,0.41887
attention_entropy_per_head_layer_21_head_30,-0.04137,0.04137,0.41889
cas_vs_final_layer_per_head_layer_8_head_6,-0.04136,0.04136,0.41894
cas_alt_vs_final_layer_per_head_layer_9_head_9,0.04136,0.04136,0.41895
ecs_prompt_specific_layer_per_head_layer_10_head_11,-0.04135,0.04135,0.41905
ecs_final_layer_per_head_layer_19_head_15,0.04134,0.04134,0.41926
bos_attention_proportion_per_head_layer_23_head_25,-0.04131,0.04131,0.41958
cas_vs_final_layer_per_head_layer_8_head_22,-0.04130,0.04130,0.41969
cas_alt_vs_current_layer_per_head_layer_9_head_21,0.04129,0.04129,0.41977
ecs_prompt_final_layer_per_head_layer_8_head_1,0.04129,0.04129,0.41980
bos_attention_proportion_per_head_layer_26_head_19,-0.04129,0.04129,0.41982
x_pre_ffn_norm_per_layer_layer_28,0.04128,0.04128,0.41988
bos_attention_proportion_per_head_layer_27_head_10,-0.04126,0.04126,0.42007
ecs_prompt_specific_layer_per_head_layer_0_head_6,-0.04126,0.04126,0.42008
cas_alt_vs_final_layer_per_head_layer_18_head_9,0.04126,0.04126,0.42014
ecs_specific_layer_per_head_layer_0_head_2,-0.04123,0.04123,0.42046
bos_attention_proportion_per_head_layer_13_head_19,0.04122,0.04122,0.42053
cas_alt_vs_current_layer_per_head_layer_12_head_22,-0.04122,0.04122,0.42054
ecs_prompt_final_layer_per_head_layer_1_head_1,0.04120,0.04120,0.42082
cas_vs_final_layer_per_head_layer_12_head_29,-0.04114,0.04114,0.42144
cas_vs_current_layer_per_head_layer_21_head_12,0.04112,0.04112,0.42166
ecs_prompt_specific_layer_per_head_layer_7_head_8,0.04112,0.04112,0.42174
ecs_final_layer_per_head_layer_25_head_24,0.04111,0.04111,0.42185
cas_vs_final_layer_per_head_layer_29_head_17,-0.04110,0.04110,0.42186
ecs_final_layer_per_head_layer_26_head_18,0.04109,0.04109,0.42202
cas_alt_vs_final_layer_per_head_layer_3_head_9,0.04102,0.04102,0.42287
cas_vs_final_layer_per_head_layer_23_head_21,-0.04100,0.04100,0.42309
cas_alt_vs_current_layer_per_head_layer_0_head_16,0.04097,0.04097,0.42334
ecs_final_layer_per_head_layer_27_head_1,0.04096,0.04096,0.42350
cas_alt_vs_final_layer_per_head_layer_8_head_4,0.04093,0.04093,0.42384
cas_alt_vs_final_layer_per_head_layer_19_head_4,0.04089,0.04089,0.42429
bos_attention_proportion_per_head_layer_16_head_9,0.04088,0.04088,0.42441
cas_vs_current_layer_per_head_layer_0_head_7,-0.04087,0.04087,0.42454
ecs_prompt_final_layer_per_head_layer_6_head_17,0.04086,0.04086,0.42466
ecs_specific_layer_per_head_layer_2_head_23,-0.04086,0.04086,0.42468
ecs_prompt_final_layer_per_head_layer_16_head_12,0.04085,0.04085,0.42470
cas_alt_vs_current_layer_per_head_layer_9_head_9,0.04085,0.04085,0.42472
cas_vs_current_layer_per_head_layer_12_head_0,0.04082,0.04082,0.42504
cas_alt_vs_final_layer_per_head_layer_20_head_31,0.04082,0.04082,0.42510
ecs_final_layer_per_head_layer_6_head_31,0.04078,0.04078,0.42557
cas_alt_vs_current_layer_per_head_layer_8_head_13,0.04077,0.04077,0.42561
cas_vs_final_layer_per_head_layer_11_head_16,-0.04073,0.04073,0.42607
attention_entropy_per_head_layer_18_head_24,-0.04072,0.04072,0.42624
cas_alt_vs_final_layer_per_head_layer_26_head_30,0.04070,0.04070,0.42650
ecs_prompt_specific_layer_per_head_layer_4_head_12,-0.04069,0.04069,0.42654
cas_vs_final_layer_per_head_layer_13_head_23,-0.04068,0.04068,0.42672
cas_vs_final_layer_per_head_layer_22_head_4,-0.04067,0.04067,0.42677
bos_attention_proportion_per_head_layer_11_head_24,0.04066,0.04066,0.42692
ecs_prompt_final_layer_per_head_layer_23_head_28,0.04065,0.04065,0.42704
cas_vs_current_layer_per_head_layer_6_head_17,0.04064,0.04064,0.42709
cas_vs_current_layer_per_head_layer_0_head_4,-0.04063,0.04063,0.42722
cas_vs_current_layer_per_head_layer_12_head_26,0.04063,0.04063,0.42724
cas_alt_vs_current_layer_per_head_layer_9_head_18,0.04062,0.04062,0.42733
cas_vs_current_layer_per_head_layer_0_head_3,-0.04062,0.04062,0.42733
ecs_specific_layer_per_head_layer_9_head_4,-0.04062,0.04062,0.42738
cas_alt_vs_final_layer_per_head_layer_16_head_12,0.04061,0.04061,0.42742
cas_vs_final_layer_per_head_layer_28_head_16,-0.04055,0.04055,0.42817
ecs_prompt_final_layer_per_head_layer_27_head_20,0.04055,0.04055,0.42820
cas_vs_final_layer_per_head_layer_10_head_27,-0.04054,0.04054,0.42832
ecs_prompt_final_layer_per_head_layer_7_head_24,0.04051,0.04051,0.42864
cas_vs_final_layer_per_head_layer_3_head_21,-0.04046,0.04046,0.42921
ecs_final_layer_per_head_layer_26_head_0,0.04046,0.04046,0.42924
cas_alt_vs_current_layer_per_head_layer_5_head_11,0.04043,0.04043,0.42949
cas_alt_vs_current_layer_per_head_layer_29_head_26,-0.04043,0.04043,0.42952
ecs_specific_layer_per_head_layer_2_head_2,-0.04042,0.04042,0.42960
cas_alt_vs_final_layer_per_head_layer_19_head_9,0.04041,0.04041,0.42978
cas_alt_vs_current_layer_per_head_layer_30_head_9,0.04037,0.04037,0.43023
ecs_specific_layer_per_head_layer_10_head_5,0.04037,0.04037,0.43026
ecs_final_layer_per_head_layer_21_head_29,0.04036,0.04036,0.43027
cas_vs_final_layer_per_head_layer_19_head_4,-0.04031,0.04031,0.43085
bos_attention_proportion_per_head_layer_24_head_5,-0.04031,0.04031,0.43088
ecs_prompt_specific_layer_per_head_layer_6_head_0,0.04027,0.04027,0.43132
cas_alt_vs_current_layer_per_head_layer_7_head_10,0.04026,0.04026,0.43151
cas_vs_final_layer_per_head_layer_5_head_3,0.04021,0.04021,0.43203
ecs_final_layer_per_head_layer_21_head_15,0.04021,0.04021,0.43209
cas_vs_final_layer_per_head_layer_9_head_12,-0.04020,0.04020,0.43221
cas_alt_vs_current_layer_per_head_layer_15_head_0,-0.04019,0.04019,0.43226
semantic_drift_per_layer_layer_21,-0.04018,0.04018,0.43243
bos_attention_proportion_per_head_layer_18_head_9,0.04018,0.04018,0.43244
bos_attention_proportion_per_head_layer_20_head_5,-0.04016,0.04016,0.43258
attention_entropy_per_head_layer_23_head_7,-0.04016,0.04016,0.43266
cas_vs_final_layer_per_head_layer_9_head_31,-0.04016,0.04016,0.43266
ecs_final_layer_per_head_layer_23_head_22,0.04015,0.04015,0.43276
ecs_prompt_final_layer_per_head_layer_19_head_2,0.04014,0.04014,0.43280
ecs_final_layer_per_head_layer_23_head_7,0.04014,0.04014,0.43288
ecs_final_layer_per_head_layer_15_head_27,0.04009,0.04009,0.43339
cas_alt_vs_final_layer_per_head_layer_23_head_29,0.04009,0.04009,0.43347
cos_sim_input_post_ffn_per_layer_layer_2,-0.04008,0.04008,0.43348
cas_vs_final_layer_per_head_layer_7_head_19,0.04006,0.04006,0.43376
cas_alt_vs_final_layer_per_head_layer_21_head_11,0.04005,0.04005,0.43383
cas_alt_vs_final_layer_per_head_layer_9_head_6,0.04004,0.04004,0.43396
cas_vs_final_layer_per_head_layer_13_head_1,-0.04004,0.04004,0.43399
cas_alt_vs_final_layer_per_head_layer_20_head_5,0.04001,0.04001,0.43439
ecs_prompt_specific_layer_per_head_layer_3_head_13,-0.03999,0.03999,0.43455
ecs_prompt_final_layer_per_head_layer_16_head_0,0.03996,0.03996,0.43496
cas_alt_vs_final_layer_per_head_layer_19_head_0,0.03990,0.03990,0.43558
cas_vs_final_layer_per_head_layer_24_head_9,-0.03989,0.03989,0.43568
ecs_final_layer_per_head_layer_15_head_31,0.03988,0.03988,0.43579
cas_alt_vs_final_layer_per_head_layer_10_head_5,0.03988,0.03988,0.43580
bos_attention_proportion_per_head_layer_24_head_16,0.03988,0.03988,0.43588
ecs_prompt_specific_layer_per_head_layer_2_head_19,-0.03986,0.03986,0.43604
ecs_prompt_final_layer_per_head_layer_22_head_16,0.03986,0.03986,0.43604
cas_vs_final_layer_per_head_layer_11_head_11,-0.03980,0.03980,0.43672
cas_alt_vs_final_layer_per_head_layer_3_head_29,0.03979,0.03979,0.43686
ecs_specific_layer_per_head_layer_4_head_2,0.03978,0.03978,0.43700
cas_vs_current_layer_per_head_layer_5_head_29,-0.03977,0.03977,0.43705
cas_alt_vs_final_layer_per_head_layer_26_head_23,0.03976,0.03976,0.43722
ecs_final_layer_per_head_layer_23_head_20,0.03976,0.03976,0.43726
bos_attention_proportion_per_head_layer_1_head_5,0.03975,0.03975,0.43736
cas_alt_vs_current_layer_per_head_layer_30_head_21,0.03973,0.03973,0.43758
cas_alt_vs_final_layer_per_head_layer_18_head_13,0.03973,0.03973,0.43758
cas_vs_current_layer_per_head_layer_17_head_24,0.03972,0.03972,0.43773
bos_attention_proportion_per_head_layer_31_head_31,-0.03971,0.03971,0.43782
cas_vs_final_layer_per_head_layer_3_head_1,-0.03968,0.03968,0.43811
ecs_specific_layer_per_head_layer_7_head_19,0.03966,0.03966,0.43840
cas_alt_vs_final_layer_per_head_layer_22_head_22,0.03965,0.03965,0.43848
bos_attention_proportion_per_head_layer_17_head_6,-0.03961,0.03961,0.43894
ecs_final_layer_per_head_layer_18_head_0,0.03960,0.03960,0.43901
